"","Date","Individual","Foreigner","Institution"
"1945","11.08.22","-1,909","-2,421","3,708"
"1946","11.08.19","1,615","-2,602","1,138"
"1947","11.08.18","6,109","-1,511","-4,565"
"1948","11.08.17","-20","-134","273"
"1949","11.08.16","-3,944","6,604","-2,550"
"1950","11.08.12","4,914","-2,785","-2,181"
"1951","11.08.11","1,081","-2,792","1,417"
"1952","11.08.10","15,559","-12,625","-2,884"
"1953","11.08.09","1,199","-11,669","9,845"
"1954","11.08.08","-7,333","-844","7,948"
"1955","11.08.05","-5,722","-4,110","9,836"
"1956","11.08.04","4,725","-4,386","51"
"1957","11.08.03","7,179","-7,776","178"
"1958","11.08.02","6,806","-3,742","-3,103"
"1959","11.08.01","-5,185","2,534","2,626"
"1960","11.07.29","1,145","-1,474","256"
"1961","11.07.28","1,309","-1,260","-130"
"1962","11.07.27","-2,571","-418","3,053"
"1963","11.07.26","-1,692","-317","3,511"
"1964","11.07.25","1,412","-610","-820"
"1965","11.07.22","-5,449","1,616","3,995"
"1966","11.07.21","247","-1,778","1,516"
"1967","11.07.20","-2,597","-1,354","4,085"
"1968","11.07.19","83","-3,095","2,904"
"1969","11.07.18","2,444","-2,108","-260"
"1970","11.07.15","-1,484","-1,277","2,834"
"1971","11.07.14","7,492","-449","-938"
"1972","11.07.13","3,456","-1,958","-1,532"
"1973","11.07.12","4,721","-3,858","-950"
"1974","11.07.11","1,201","1,077","-2,681"
"1975","11.07.08","21","17,182","-15,467"
"1976","11.07.07","-6,265","5,333","1,119"
"1977","11.07.06","-776","1,699","-637"
"1978","11.07.05","-5,722","3,757","2,527"
"1979","11.07.04","-3,735","1,610","2,217"
"1980","11.07.01","-5,793","1,633","4,200"
"1981","11.06.30","-3,304","1,836","1,442"
"1982","11.06.29","-5,497","4,203","1,453"
"1983","11.06.28","-2,169","-370","3,269"
"1984","11.06.27","3,973","-1,030","-3,039"
"1985","11.06.24","-6,384","560","5,843"
"1986","11.06.23","1,570","-1,274","-328"
"1987","11.06.22","-3,163","-172","3,492"
"1988","11.06.21","-2,401","34","2,573"
"1989","11.06.20","-493","-1,309","1,990"
"1990","11.06.17","706","-1,882","1,356"
"1991","11.06.16","3,197","-2,081","-1,086"
"1992","11.06.15","-1,796","155","1,969"
"1993","11.06.14","-4,435","-525","4,908"
"1994","11.06.13","-1,471","-2,037","3,480"
"1995","11.06.10","3,415","-340","-2,780"
"1996","11.06.09","6,541","-6,596","95"
"1997","11.06.08","3,596","918","-4,480"
"1998","11.06.07","162","2,175","-2,020"
"1999","11.06.03","-485","216","785"
"2000","11.06.02","2,860","-321","-2,842"
"2001","11.06.01","-507","492","50"
"2002","11.05.31","-12,411","4,829","7,702"
"2003","11.05.30","1,631","-838","-801"
"2004","11.05.27","-1,676","2,224","673"
"2005","11.05.26","-5,166","2,908","2,549"
"2006","11.05.25","1,676","-726","-794"
"2007","11.05.24","818","-2,736","2,041"
"2008","11.05.23","4,614","-4,123","-463"
"2009","11.05.20","-731","-1,236","1,951"
"2010","11.05.19","2,810","-3,805","1,116"
"2011","11.05.18","-1,974","-496","2,135"
"2012","11.05.17","3,006","-2,341","-505"
"2013","11.05.16","4,299","-5,093","636"
"2014","11.05.13","5,457","-6,377","796"
"2015","11.05.12","10,532","-9,964","-912"
"2016","11.05.11","-15","1,436","-1,502"
"2017","11.05.09","2,217","709","-3,163"
"2018","11.05.06","3,783","-2,376","-1,306"
"2019","11.05.04","1,915","196","-1,991"
"2020","11.05.03","3,610","338","-3,510"
"2021","11.05.02","-4,905","1,910","2,990"
"2022","11.04.29","1,347","760","-2,149"
"2023","11.04.28","1,896","90","-2,555"
"2024","11.04.27","-4,328","6,885","-1,968"
"2025","11.04.26","2,877","778","-2,973"
"2026","11.04.25","847","1,313","-2,028"
"2027","11.04.22","3,152","2,103","-5,171"
"2028","11.04.21","-5,914","8,275","-2,000"
"2029","11.04.20","-4,311","1,775","2,726"
"2030","11.04.19","6,457","-5,318","-1,206"
"2031","11.04.18","4,480","-326","-4,053"
"2032","11.04.15","1,928","-1,543","-117"
"2033","11.04.14","1,487","-179","-1,174"
"2034","11.04.13","676","-238","-855"
"2035","11.04.12","6,028","-2,209","-3,796"
"2036","11.04.11","2,254","997","-2,902"
"2037","11.04.08","-348","1,125","-701"
"2038","11.04.07","2,044","670","-2,446"
"2039","11.04.06","-2,555","5,161","-2,994"
"2040","11.04.05","-1,465","2,178","-706"
"2041","11.04.04","4,107","1,827","-5,350"
"2042","11.04.01","-4,658","7,347","-2,582"
"2043","11.03.31","-4,692","6,901","-1,781"
"2044","11.03.30","-5,518","4,922","1,023"
"2045","11.03.29","-771","1,739","-760"
"2046","11.03.28","963","1,627","-2,340"
"2047","11.03.25","-2,097","3,588","-1,123"
"2048","11.03.24","-2,544","2,725","-53"
"2049","11.03.23","-556","1,237","-435"
"2050","11.03.22","-50","2,301","-1,967"
"2051","11.03.21","169","1,320","-1,455"
"2052","11.03.18","-2,905","1,387","1,279"
"2053","11.03.17","-1,830","1,133","1,021"
"2054","11.03.16","-5,443","-40","5,454"
"2055","11.03.15","17","-2,281","1,681"
"2056","11.03.14","-1,663","1,304","432"
"2057","11.03.11","3,772","-5,034","974"
"2058","11.03.10","7,194","-11,779","4,704"
"2059","11.03.09","379","-357","-139"
"2060","11.03.08","-623","-4,068","4,606"
"2061","11.03.07","2,809","-465","-2,196"
"2062","11.03.04","-6,276","3,960","1,788"
"2063","11.03.03","-4,042","1,788","1,796"
"2064","11.03.02","-441","-732","926"
"2065","11.02.28","464","-2,231","1,658"
"2066","11.02.25","763","-3,180","2,044"
"2067","11.02.24","-1,335","-1,768","3,296"
"2068","11.02.23","-1,033","-1,598","2,995"
"2069","11.02.22","1,673","-3,407","1,970"
"2070","11.02.21","2,249","1,762","-3,770"
"2071","11.02.18","-2,821","955","1,840"
"2072","11.02.17","-372","712","-493"
"2073","11.02.16","-605","-2,049","2,811"
"2074","11.02.15","694","-487","-364"
"2075","11.02.14","-1,693","312","1,115"
"2076","11.02.11","3,136","-6,173","2,704"
"2077","11.02.10","8,009","-10,972","3,009"
"2078","11.02.09","4,636","-4,796","274"
"2079","11.02.08","1,321","-827","-620"
"2080","11.02.07","-413","71","428"
"2081","11.02.01","2,086","-1,416","-773"
"2082","11.01.31","5,284","-6,996","1,739"
"2083","11.01.28","3,093","-1,592","-1,059"
"2084","11.01.27","44","3,639","-3,346"
"2085","11.01.26","-3,350","1,191","1,982"
"2086","11.01.25","-2,853","725","1,956"
"2087","11.01.24","-790","-1,254","1,970"
"2088","11.01.21","3,983","-2,955","-684"
"2089","11.01.20","3,192","-1,340","-1,922"
"2090","11.01.19","-458","-34","652"
"2091","11.01.18","960","-200","-814"
"2092","11.01.17","4,641","-353","-4,422"
"2093","11.01.14","1,801","-1,426","55"
"2094","11.01.13","6,389","1,458","-8,113"
"2095","11.01.12","-365","3,259","-2,851"
"2096","11.01.11","957","-1,013","147"
"2097","11.01.10","1,734","-2,357","845"
"2098","11.01.07","-1,725","-509","2,324"
"2099","11.01.06","-871","3,401","-2,408"
"2100","11.01.05","-479","1,300","-855"
"2101","11.01.04","-3,723","5,106","-1,014"
"2102","11.01.03","-3,665","3,097","496"
"2103","10.12.30","-1,984","-1,438","4,120"
"2104","10.12.29","1,016","-217","-1,067"
"2105","10.12.28","-4,873","2,425","3,001"
"2106","10.12.27","-456","1,559","-896"
"2107","10.12.24","702","758","-999"
"2108","10.12.23","524","1,385","-1,050"
"2109","10.12.22","1,944","3,546","-4,811"
"2110","10.12.21","3,919","-305","-2,998"
"2111","10.12.20","-2,890","1,837","1,125"
"2112","10.12.17","-1,380","1,831","-102"
"2113","10.12.16","1,958","510","-1,791"
"2114","10.12.15","1,807","3,893","-5,043"
"2115","10.12.14","-1,204","5,468","-4,063"
"2116","10.12.13","738","382","-878"
"2117","10.12.10","2,329","-20","31"
"2118","10.12.09","-4,018","3,356","933"
"2119","10.12.08","364","2,642","-2,905"
"2120","10.12.07","-1,135","810","463"
"2121","10.12.06","2,003","-156","-1,815"
"2122","10.12.03","-1,284","3,538","-2,392"
"2123","10.12.02","-2,582","4,028","-1,597"
"2124","10.12.01","-1,035","345","777"
"2125","10.11.30","-813","-923","1,747"
"2126","10.11.29","370","-1,611","1,231"
"2127","10.11.26","-4,002","609","3,332"
"2128","10.11.25","310","-1,700","1,489"
"2129","10.11.24","-5,718","497","4,891"
"2130","10.11.23","594","1,812","-2,214"
"2131","10.11.22","-3,646","1,955","1,727"
"2132","10.11.19","209","1,919","-2,081"
"2133","10.11.18","-532","-1,566","1,907"
"2134","10.11.17","1,480","-3,061","1,282"
"2135","10.11.16","2,704","769","-3,537"
"2136","10.11.15","-504","2,264","-1,621"
"2137","10.11.12","1,861","8,875","-4,798"
"2138","10.11.11","4,174","-13,098","8,758"
"2139","10.11.10","-3,358","4,438","-953"
"2140","10.11.09","586","-293","-414"
"2141","10.11.08","-84","2,575","-2,254"
"2142","10.11.05","-4,539","7,976","-3,149"
"2143","10.11.04","-242","3,252","-3,204"
"2144","10.11.03","-2,612","1,908","382"
"2145","10.11.02","1,539","115","-1,693"
"2146","10.11.01","-577","-75","976"
"2147","10.10.29","6,274","-3,368","-2,975"
"2148","10.10.28","1,965","605","-2,025"
"2149","10.10.27","3,113","848","-3,825"
"2150","10.10.26","42","4,449","-4,188"
"2151","10.10.25","-4,602","4,990","-319"
"2152","10.10.22","-6,403","5,594","927"
"2153","10.10.21","1,345","32","-1,425"
"2154","10.10.20","547","-1,997","1,552"
"2155","10.10.19","3,007","1,324","-4,134"
"2156","10.10.18","3,556","449","-3,921"
"2157","10.10.15","-393","1,191","1,764"
"2158","10.10.14","-2,889","1,548","1,597"
"2159","10.10.13","630","-1,501","859"
"2160","10.10.12","3,376","-1,779","-1,810"
"2161","10.10.11","834","2,164","-2,999"
"2162","10.10.08","-468","1,739","-1,388"
"2163","10.10.07","-1,323","1,139","259"
"2164","10.10.06","-6,500","8,483","-1,905"
"2165","10.10.05","-633","2,370","-1,635"
"2166","10.10.04","-1,377","6,535","-5,101"
"2167","10.10.01","-2,538","4,619","-1,990"
"2168","10.09.30","-2,200","4,210","-1,916"
"2169","10.09.29","-3,011","3,622","715"
"2170","10.09.28","864","428","-811"
"2171","10.09.27","-28","1,314","-1,297"
"2172","10.09.24","216","1,012","-1,149"
"2173","10.09.20","-289","1,320","-1,116"
"2174","10.09.17","-4,237","2,722","1,645"
"2175","10.09.16","-1,428","2,051","-331"
"2176","10.09.15","-1,720","4,439","-2,120"
"2177","10.09.14","228","4,053","-4,368"
"2178","10.09.13","-2,810","6,873","-3,339"
"2179","10.09.10","-5,441","5,722","-12"
"2180","10.09.09","1,857","-3,080","1,295"
"2181","10.09.08","2,306","-489","-1,790"
"2182","10.09.07","-32","2,393","-2,011"
"2183","10.09.06","-1,570","3,571","-1,743"
"2184","10.09.03","-1,785","2,356","-355"
"2185","10.09.02","-2,842","934","1,675"
"2186","10.09.01","-827","-461","1,340"
"2187","10.08.31","1,019","-439","-768"
"2188","10.08.30","-1,843","339","1,628"
"2189","10.08.27","1,375","-1,342","-245"
"2190","10.08.26","96","-936","742"
"2191","10.08.25","2,026","-2,022","-5"
"2192","10.08.24","630","932","-1,594"
"2193","10.08.23","807","380","-1,428"
"2194","10.08.20","-155","1,770","-1,879"
"2195","10.08.19","-4,012","1,533","2,466"
"2196","10.08.18","-1,918","1,440","299"
"2197","10.08.17","-996","-1,375","2,375"
"2198","10.08.16","2,216","-3,590","1,101"
"2199","10.08.13","1,215","-1,594","39"
"2200","10.08.12","4,620","-5,397","383"
"2201","10.08.11","2,844","-91","-2,654"
"2202","10.08.10","786","531","-1,543"
"2203","10.08.09","-831","626","-29"
"2204","10.08.06","-1,219","-453","1,592"
"2205","10.08.05","418","-1,651","1,120"
"2206","10.08.04","958","2,039","-3,121"
"2207","10.08.03","-2,656","3,037","-693"
"2208","10.08.02","-1,969","661","1,068"
"2209","10.07.30","-830","893","-192"
"2210","10.07.29","-781","1,593","-525"
"2211","10.07.28","-2,297","1,333","982"
"2212","10.07.27","225","5,844","-5,211"
"2213","10.07.26","-2,057","1,543","653"
"2214","10.07.23","-2,813","2,249","754"
"2215","10.07.22","203","32","-92"
"2216","10.07.21","-1,249","2,472","-1,139"
"2217","10.07.20","1,874","-190","-1,595"
"2218","10.07.19","1,338","-567","-591"
"2219","10.07.16","616","3,013","-3,446"
"2220","10.07.15","564","4,837","-5,101"
"2221","10.07.14","-8,136","9,027","-297"
"2222","10.07.13","-3,164","2,927","927"
"2223","10.07.12","-3,344","3,377","8"
"2224","10.07.09","-4,828","3,126","1,619"
"2225","10.07.08","-2,769","444","2,284"
"2226","10.07.07","2,702","-3,914","1,113"
"2227","10.07.06","820","-3,351","2,394"
"2228","10.07.05","1,045","-650","-450"
"2229","10.07.02","3,659","-2,319","-1,434"
"2230","10.07.01","4,299","-2,693","-1,438"
"2231","10.06.30","2,627","-3,326","583"
"2232","10.06.29","-689","550","76"
"2233","10.06.28","234","-1,383","1,312"
"2234","10.06.25","521","-1,524","725"
"2235","10.06.24","-1,346","260","1,028"
"2236","10.06.23","762","-318","-183"
"2237","10.06.22","2,007","-162","-1,583"
"2238","10.06.21","-4,071","2,953","1,304"
"2239","10.06.18","-645","2,638","-748"
"2240","10.06.17","-1,640","2,309","-370"
"2241","10.06.16","-2,617","3,417","-545"
"2242","10.06.15","-826","152","799"
"2243","10.06.14","-3,705","3,019","946"
"2244","10.06.11","-3,403","3,072","458"
"2245","10.06.10","1,321","-2,600","1,314"
"2246","10.06.09","2,144","-341","-1,693"
"2247","10.06.08","1,889","-2,133","414"
"2248","10.06.07","1,102","-2,678","1,467"
"2249","10.06.04","-1,365","974","527"
"2250","10.06.03","-2,837","2,665","187"
"2251","10.06.01","1,208","-696","-313"
"2252","10.05.31","-673","1,733","-1,053"
"2253","10.05.28","474","585","-1,041"
"2254","10.05.27","1,708","-3,088","1,146"
"2255","10.05.26","994","-2,288","1,308"
"2256","10.05.25","-412","-5,829","5,824"
"2257","10.05.24","-920","-1,040","1,914"
"2258","10.05.20","1,917","-3,871","1,864"
"2259","10.05.19","4,203","-5,989","1,552"
"2260","10.05.18","2,272","-4,234","2,027"
"2261","10.05.17","7,634","-7,615","-514"
"2262","10.05.14","2,263","-2,064","-348"
"2263","10.05.13","-1,179","684","405"
"2264","10.05.12","3,317","-4,049","668"
"2265","10.05.11","2,033","159","-2,147"
"2266","10.05.10","4,039","-3,280","-899"
"2267","10.05.07","4,846","-12,456","7,131"
"2268","10.05.06","3,552","-7,439","3,718"
"2269","10.05.04","2,810","-73","-2,980"
"2270","10.05.03","3,028","-2,343","-804"
"2271","10.04.30","-2,104","4,399","-2,492"
"2272","10.04.29","609","586","-990"
"2273","10.04.28","3,957","-429","-3,483"
"2274","10.04.27","1,732","1,213","-2,742"
"2275","10.04.26","-2,590","2,085","470"
"2276","10.04.23","-302","1,601","-1,279"
"2277","10.04.22","2,083","949","-2,987"
"2278","10.04.21","-3,944","2,804","989"
"2279","10.04.20","2,468","-331","-2,260"
"2280","10.04.19","1,442","-741","-862"
"2281","10.04.16","1,338","1,844","-3,336"
"2282","10.04.15","-1,767","5,170","-3,416"
"2283","10.04.14","-1,722","2,082","261"
"2284","10.04.13","826","-181","-537"
"2285","10.04.12","933","370","-1,295"
"2286","10.04.09","3,606","6,225","-1,239"
"2287","10.04.08","61","4,468","-4,494"
"2288","10.04.07","-2,078","4,788","-2,628"
"2289","10.04.06","-348","1,486","-1,067"
"2290","10.04.05","12","2,514","-2,333"
"2291","10.04.02","-553","6,227","-5,702"
"2292","10.04.01","-3,867","4,474","-449"
"2293","10.03.31","-285","1,254","-640"
"2294","10.03.30","-1,166","3,550","-2,211"
"2295","10.03.29","-2,107","3,264","-1,059"
"2296","10.03.26","-1,201","2,113","-836"
"2297","10.03.25","-1,475","2,058","-520"
"2298","10.03.24","-1,608","3,694","-2,046"
"2299","10.03.23","-1,079","1,915","-909"
"2300","10.03.22","2,637","433","-3,091"
"2301","10.03.19","-3,069","2,841","249"
"2302","10.03.18","-2,181","2,938","-745"
"2303","10.03.17","-6,211","6,567","-146"
"2304","10.03.16","2,083","3,959","-4,949"
"2305","10.03.15","29","570","-592"
"2306","10.03.12","-1,319","2,400","-1,113"
"2307","10.03.11","-295","-1,863","2,360"
"2308","10.03.10","-1,762","1,463","625"
"2309","10.03.09","-2,835","3,188","-52"
"2310","10.03.08","-5,724","5,014","990"
"2311","10.03.05","-3,225","1,404","1,874"
"2312","10.03.04","-1,287","1,363","-70"
"2313","10.03.03","-2,440","941","1,502"
"2314","10.03.02","-4,043","4,215","-209"
"2315","10.02.26","433","-1,683","1,231"
"2316","10.02.25","3,165","-2,342","-912"
"2317","10.02.24","1,469","-1,931","573"
"2318","10.02.23","-1,429","497","1,046"
"2319","10.02.22","-5,173","2,562","2,732"
"2320","10.02.19","-258","337","52"
"2321","10.02.18","-387","1,888","-1,476"
"2322","10.02.17","-3,543","3,824","-60"
"2323","10.02.16","-1,568","592","925"
"2324","10.02.12","1,963","-412","-1,687"
"2325","10.02.11","-3,199","875","2,421"
"2326","10.02.10","1,472","148","-1,626"
"2327","10.02.09","596","-455","-180"
"2328","10.02.08","1,138","-2,149","999"
"2329","10.02.05","538","-2,988","2,264"
"2330","10.02.04","117","262","-616"
"2331","10.02.03","17","1,388","-1,529"
"2332","10.02.02","2,207","335","-2,734"
"2333","10.02.01","770","-930","11"
"2334","10.01.29","555","-814","190"
"2335","10.01.28","-246","1,339","-1,183"
"2336","10.01.27","1,062","-4,483","3,028"
"2337","10.01.26","3,307","-1,987","-1,104"
"2338","10.01.25","1,482","396","-1,840"
"2339","10.01.22","7,610","-4,906","-3,308"
"2340","10.01.21","-258","1,574","-746"
"2341","10.01.20","756","2,143","-2,935"
"2342","10.01.19","1,136","452","-1,526"
"2343","10.01.18","416","282","-631"
"2344","10.01.15","-2,226","3,761","-1,706"
"2345","10.01.14","461","-2,423","1,859"
"2346","10.01.13","4,223","-1,408","-2,506"
"2347","10.01.12","-815","1,259","-442"
"2348","10.01.11","171","-1,590","1,604"
"2349","10.01.08","375","594","-743"
"2350","10.01.07","-1,656","2,202","-855"
"2351","10.01.06","-3,470","3,508","-367"
"2352","10.01.05","-1,666","3,916","-2,227"
"2353","10.01.04","-2,700","2,387","-72"
"2354","09.12.30","-3,537","1,898","1,644"
"2355","09.12.29","1,297","1,025","-2,457"
"2356","09.12.28","2,404","-578","-1,510"
"2357","09.12.24","-6,280","2,653","3,779"
"2358","09.12.23","-2,111","1,536","2,166"
"2359","09.12.22","-1,967","1,143","1,308"
"2360","09.12.21","-361","-53","888"
"2361","09.12.18","679","-1,717","1,002"
"2362","09.12.17","1,052","645","-1,725"
"2363","09.12.16","-122","-643","851"
"2364","09.12.15","1,043","1,653","-2,251"
"2365","09.12.14","1,382","101","757"
"2366","09.12.11","-2,946","1,231","2,238"
"2367","09.12.10","-833","2,830","-891"
"2368","09.12.09","-2,469","-877","2,508"
"2369","09.12.08","-433","1,644","-987"
"2370","09.12.07","-1,998","2,646","-467"
"2371","09.12.04","-4,731","2,334","2,760"
"2372","09.12.03","-3,994","944","3,228"
"2373","09.12.02","-2,490","3,768","-1,122"
"2374","09.12.01","-544","306","311"
"2375","09.11.30","1,628","1,274","-2,770"
"2376","09.11.27","2,511","-2,102","-546"
"2377","09.11.26","476","747","-1,228"
"2378","09.11.25","123","-678","590"
"2379","09.11.24","2,594","2,504","-857"
"2380","09.11.23","1,515","-212","-1,079"
"2381","09.11.20","-679","285","404"
"2382","09.11.19","-5,516","6,728","-1,192"
"2383","09.11.18","-3,415","1,462","3,981"
"2384","09.11.17","-149","2,016","-2,004"
"2385","09.11.16","-1,153","-138","1,123"
"2386","09.11.13","701","-1,104","443"
"2387","09.11.12","2,622","-1,294","-1,487"
"2388","09.11.11","-589","-546","1,180"
"2389","09.11.10","-2,225","2,657","-353"
"2390","09.11.09","-2,316","1,249","1,216"
"2391","09.11.06","-1,501","1,340","82"
"2392","09.11.05","2,488","-234","-2,440"
"2393","09.11.04","-793","1,063","-477"
"2394","09.11.03","1,859","1,837","-3,872"
"2395","09.11.02","-554","1,423","-842"
"2396","09.10.30","3,220","1,282","-4,618"
"2397","09.10.29","3,287","-4,730","1,076"
"2398","09.10.28","3,168","-2,715","-494"
"2399","09.10.27","990","1,861","-2,923"
"2400","09.10.26","-4,721","1,837","2,880"
"2401","09.10.23","-1,352","2,182","-1,074"
"2402","09.10.22","2,548","-1,183","-1,444"
"2403","09.10.21","-825","1,199","-437"
"2404","09.10.20","-1,978","2,219","-459"
"2405","09.10.19","820","887","-1,632"
"2406","09.10.16","-690","4,086","-3,106"
"2407","09.10.15","-3,447","5,492","-1,454"
"2408","09.10.14","-2,554","3,563","-651"
"2409","09.10.13","2,220","89","-2,485"
"2410","09.10.12","1,788","-520","-1,264"
"2411","09.10.09","-3,309","4,229","-901"
"2412","09.10.08","1,767","-114","-1,863"
"2413","09.10.07","-1,253","1,054","338"
"2414","09.10.06","1,443","-313","-1,038"
"2415","09.10.05","3,454","-3,367","-51"
"2416","09.10.01","1,658","-2,438","760"
"2417","09.09.30","-1,862","-135","2,367"
"2418","09.09.29","-329","-1,220","1,618"
"2419","09.09.28","3,836","-1,249","-2,356"
"2420","09.09.25","4,442","-1,481","-2,920"
"2421","09.09.24","3,014","-885","-2,091"
"2422","09.09.23","1,650","1,277","-2,865"
"2423","09.09.22","-1,983","5,236","-3,214"
"2424","09.09.21","1,429","1,871","-3,197"
"2425","09.09.18","-2,399","14,185","-11,038"
"2426","09.09.17","-2,791","7,797","-4,482"
"2427","09.09.16","-9,250","8,967","509"
"2428","09.09.15","-47","3,657","-3,807"
"2429","09.09.14","1,835","2,042","-3,579"
"2430","09.09.11","-2,056","5,900","-3,719"
"2431","09.09.10","-7,588","4,445","3,024"
"2432","09.09.09","4,522","909","-5,117"
"2433","09.09.08","-547","741","46"
"2434","09.09.07","1,904","313","-2,008"
"2435","09.09.04","1,603","72","-1,265"
"2436","09.09.03","1,102","-1,523","337"
"2437","09.09.02","3,231","-2,871","-136"
"2438","09.09.01","-2,337","211","1,954"
"2439","09.08.31","2,435","-273","-2,108"
"2440","09.08.28","-736","2,076","-1,286"
"2441","09.08.27","630","2,184","-2,484"
"2442","09.08.26","1,052","2,090","-2,727"
"2443","09.08.25","2,452","2,094","-4,391"
"2444","09.08.24","497","3,017","-2,755"
"2445","09.08.21","3,534","2,020","-5,280"
"2446","09.08.20","-318","-1,670","2,288"
"2447","09.08.19","3,915","2,002","-5,894"
"2448","09.08.18","319","-1,705","1,620"
"2449","09.08.17","7,084","1,224","-7,945"
"2450","09.08.14","-1,846","3,696","-1,684"
"2451","09.08.13","3,562","2,505","-6,022"
"2452","09.08.12","2,290","-129","-2,219"
"2453","09.08.11","-2,223","1,891","379"
"2454","09.08.10","1,009","3,418","-4,494"
"2455","09.08.07","-918","1,863","-1,082"
"2456","09.08.06","-1,011","151","1,086"
"2457","09.08.05","-296","690","-328"
"2458","09.08.04","-674","5,417","-4,580"
"2459","09.08.03","-1,578","3,870","-2,008"
"2460","09.07.31","-5,287","5,433","-48"
"2461","09.07.30","714","2,629","-3,031"
"2462","09.07.29","-820","2,873","-1,931"
"2463","09.07.28","-1,972","4,900","-2,918"
"2464","09.07.27","-4,616","4,784","-47"
"2465","09.07.24","-3,914","4,375","-230"
"2466","09.07.23","-3,679","3,162","982"
"2467","09.07.22","-1,579","3,157","-1,405"
"2468","09.07.21","-2,757","4,029","-1,194"
"2469","09.07.20","-9,238","5,153","4,076"
"2470","09.07.17","-3,086","1,604","1,242"
"2471","09.07.16","-5,124","5,367","-353"
"2472","09.07.15","-3,247","4,732","-1,399"
"2473","09.07.14","2,261","-193","-1,981"
"2474","09.07.13","3,773","-2,268","-1,635"
"2475","09.07.10","-93","-370","584"
"2476","09.07.09","674","3,123","-3,677"
"2477","09.07.08","2,163","-1,975","-185"
"2478","09.07.07","-240","1,480","-917"
"2479","09.07.06","-1,652","1,144","192"
"2480","09.07.03","-2,240","779","1,458"
"2481","09.07.02","64","2,802","-3,257"
"2482","09.07.01","-2,227","1,797","322"
"2483","09.06.30","-3,947","581","3,376"
"2484","09.06.29","-253","293","-57"
"2485","09.06.26","-281","3,545","-3,140"
"2486","09.06.25","-4,914","4,246","835"
"2487","09.06.24","1,399","-770","-517"
"2488","09.06.23","4,361","-2,148","-2,256"
"2489","09.06.22","-497","176","324"
"2490","09.06.19","630","256","-1,022"
"2491","09.06.18","2,403","-491","-1,990"
"2492","09.06.17","3,448","-1,497","-2,066"
"2493","09.06.16","3,681","-1,667","-2,032"
"2494","09.06.15","5,032","-443","-3,981"
"2495","09.06.12","332","2,472","-2,761"
"2496","09.06.11","-3,589","7,016","-3,553"
"2497","09.06.10","-7,176","4,306","2,729"
"2498","09.06.09","3,358","954","-4,070"
"2499","09.06.08","873","433","-938"
"2500","09.06.05","1,929","1,003","-2,726"
"2501","09.06.04","5,764","-1,084","-4,432"
"2502","09.06.03","416","-941","1,106"
"2503","09.06.02","-1,373","4,930","-3,375"
"2504","09.06.01","-1,397","3,311","-1,573"
"2505","09.05.29","-589","3,599","-2,767"
"2506","09.05.28","-3,817","2,514","2,082"
"2507","09.05.27","-197","3,277","-2,840"
"2508","09.05.26","3,054","1,568","-4,642"
"2509","09.05.25","2,508","2,107","-4,679"
"2510","09.05.22","2,682","657","-2,953"
"2511","09.05.21","3,170","426","-2,988"
"2512","09.05.20","-2,379","5,183","-2,908"
"2513","09.05.19","-3,143","4,239","-1,377"
"2514","09.05.18","3,035","1,709","-4,528"
"2515","09.05.15","2,715","218","-2,732"
"2516","09.05.14","6,657","-774","-5,574"
"2517","09.05.13","683","-513","-74"
"2518","09.05.12","1,265","24","-807"
"2519","09.05.11","2,130","2,767","-4,760"
"2520","09.05.08","-1,380","4,403","-2,504"
"2521","09.05.07","2,482","2,266","-4,395"
"2522","09.05.06","2,008","3,068","-4,969"
"2523","09.05.04","-8","4,029","-3,753"
"2524","09.04.30","-7,480","5,737","1,892"
"2525","09.04.29","-2,678","1,385","1,385"
"2526","09.04.28","1,923","-262","-952"
"2527","09.04.27","3,647","-673","-2,860"
"2528","09.04.24","1,598","1,370","-2,859"
"2529","09.04.23","251","1,578","-1,677"
"2530","09.04.22","1,251","1,885","-3,259"
"2531","09.04.21","2,351","-823","-1,533"
"2532","09.04.20","2,508","2,402","-4,610"
"2533","09.04.17","1,905","4,799","-6,432"
"2534","09.04.16","1,055","4,786","-5,797"
"2535","09.04.15","2,728","-1,107","-1,947"
"2536","09.04.14","2,300","1,266","-3,758"
"2537","09.04.13","1,168","3,976","-5,311"
"2538","09.04.10","794","4,120","-4,843"
"2539","09.04.09","-249","2,884","-2,665"
"2540","09.04.08","6,059","-3,281","-2,737"
"2541","09.04.07","1,443","-1,161","-493"
"2542","09.04.06","-1,628","2,619","-902"
"2543","09.04.03","-5,325","4,731","397"
"2544","09.04.02","-8,237","3,555","4,486"
"2545","09.04.01","-2,026","739","1,183"
"2546","09.03.31","1,112","-1,657","583"
"2547","09.03.30","2,354","-1,067","-1,263"
"2548","09.03.27","-267","3,351","-3,198"
"2549","09.03.26","-865","592","543"
"2550","09.03.25","17","97","-232"
"2551","09.03.24","-1,863","3,821","-1,918"
"2552","09.03.23","-3,419","2,138","1,089"
"2553","09.03.20","-1,546","1,020","526"
"2554","09.03.19","123","443","-566"
"2555","09.03.18","-1,170","259","910"
"2556","09.03.17","-6,202","268","5,935"
"2557","09.03.16","1,112","-542","-570"
"2558","09.03.13","947","-527","-421"
"2559","09.03.12","-2,279","-7,149","9,428"
"2560","09.03.11","-6,941","5,584","1,357"
"2561","09.03.10","-3,561","1,770","1,791"
